
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
3,21,"Which tier includes dedicated support, SAML SSO and enterprise‑level controls?",Pro,Pro+,Enterprise,Free,C,Enterprise subscriptions include SAML single sign‑on and dedicated support.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,22,Which Copilot plan grants usage analytics and productivity dashboards for administrators?,Pro+,Business,Free,Pro,B,Business plans provide administrators with dashboards to track Copilot usage and productivity.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
3,23,Which subscription offers which plan includes advanced semantic search within knowledge bases?,Free,Pro,Business,Pro+,D,"Pro+ offers advanced semantic search capabilities within knowledge bases, improving retrieval of relevant code snippets.",GitHub Copilot plans and features,Describe the different types of knowledge that can be stored in a Knowledge Base,Medium
3,24,Which tier includes how to trigger multiple suggestions in the IDE?,Asking for extremely long answers,Ignoring prompt structure,By pressing Alt+\[ or clicking the suggestion dropdown,Running code directly in Chat,C,Developers can cycle through multiple suggestions using the Alt+\[ keyboard shortcut or suggestion menu.,GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot,Medium
3,25,Which Copilot plan grants enterprise audit logging of usage events?,Pro+,Business,Free,Pro,B,Business plans include audit logging to trace Copilot usage events.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
3,26,Which plan provides which plan provides dedicated support and SAML single sign‑on?,Enterprise,Free,Pro,Pro+,A,Enterprise offers dedicated customer support and integrates with SAML SSO for authentication.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,27,Which tier includes which plan includes early access to preview features?,Pro,Business,Pro+,Free,C,Pro+ subscribers often receive early access to new features and models before general availability.,GitHub Copilot plans and features,Identify the main features with GitHub Copilot,Medium
3,28,Which plan provides the slash command that generates unit tests for the selected code?,/tests,/explain,/summarize,/refactor,A,The /tests command instructs Copilot Chat to generate unit tests for the chosen code section.,GitHub Copilot plans and features,Describe different ways to trigger GitHub Copilot Chat,Medium
3,29,Which Copilot plan grants which plan allows creating knowledge bases and indexing company documentation?,Pro+,Enterprise,Free,Pro,B,Knowledge bases in Copilot Enterprise let organisations store best practices and index internal documentation.,GitHub Copilot plans and features,Explain how to configure and use Knowledge Bases within GitHub Copilot Enterprise,Hard
3,30,Which plan provides IP indemnity and contractual protection?,Enterprise,Free,Pro,Pro+,A,Enterprise provides contractual protection and IP indemnity for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,31,Which tier includes which plan allows organisation‑wide policy management via the REST API?,Pro,Pro+,Business,Free,C,Business plans support configuring Copilot policies via REST API calls for automation.,GitHub Copilot plans and features,Explain how to manage GitHub Copilot Business subscriptions via the REST API,Hard
3,32,Which subscription offers a common Copilot CLI command to get code suggestions?,gh copilot explain,gh copilot tests,gh copilot refactor,gh copilot suggest,D,The `gh copilot suggest` command provides code suggestions based on natural language prompts.,GitHub Copilot plans and features,Identify the common commands when using GitHub Copilot in the CLI,Medium
3,33,Which subscription offers IP indemnity protection and advanced security assurances?,Free,Pro,Pro+,Enterprise,D,Enterprise offers IP indemnity and enhanced security protections for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,34,Which plan provides flexible billing for individuals with monthly subscriptions?,Pro,Free,Pro+,Business,A,The Pro plan offers flexible monthly billing for individuals.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
3,35,Which tier includes natural‑language command line interface (CLI) access?,Pro+,Business,Pro,Free,C,"The Pro plan provides Copilot for CLI, allowing natural language commands.",GitHub Copilot plans and features,Identify different GitHub Copilot plans,Medium
3,36,Which plan provides unlimited completions and access to GPT‑4o and Claude 3.5?,Pro,Free,Pro+,Business,A,The Pro plan includes unlimited completions and chat with advanced models like GPT‑4o.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
3,37,Which Copilot plan grants IP indemnity protection and advanced security assurances?,Pro+,Enterprise,Free,Pro,B,Enterprise offers IP indemnity and enhanced security protections for commercial use.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
3,38,Which tier includes organization‑wide content exclusion and policy configuration?,Pro,Pro+,Business,Free,C,Business allows organisations to set content exclusions and enforce policies across repositories.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
3,39,Identify what happens after Copilot generates code?,The prompt is stored for training,It is ignored,Outputs go through a public code match and vulnerability filter,The code is deployed directly,C,Post‑processing filters check for public code duplication and vulnerabilities before returning results.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,40,Explain the first step when a user sends a prompt in the Copilot pipeline?,Generating the final code,Secure transmission of the prompt to the service,Running toxicity filters,Applying the public code match filter,B,Prompts are securely sent to the Copilot service before any processing occurs.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,41,What is the role of vulnerability scanning in post‑processing?,To remove comments,To minify the code,To compile the code,To detect insecure or malicious code patterns,D,Post‑processing scans outputs for known vulnerabilities before returning suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,42,Explain how long inline completion prompts are retained?,They are kept for 90 days,They are not retained,They are stored indefinitely,They are kept for one year,B,Inline completions are transient and are not stored after processing.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,43,Identify what is meant by the age of code suggestions?,Option 2,Option 3,They are based on older training data and may not include the latest frameworks,Option 1,C,Copilot’s suggestions are generated from models trained on historic data and may not account for the very latest language features.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,44,What is the approximate context window for inline suggestions in IDEs?,Option 1,Option 2,Option 3,200–500 lines of surrounding code,D,"Inline suggestions consider roughly 200–500 lines around the cursor, limiting how much context can be processed.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,45,Explain the difference between Copilot Chat retention and inline completion retention?,Chat is never stored and inline prompts are kept for 28 days,"Chat may be stored temporarily, inline prompts are not",Both are stored indefinitely,Both are never stored,B,"Chat messages can be retained up to 28 days, whereas inline completions are not stored.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,46,What is how reasoning differs from calculations in Copilot responses?,Option 1,Option 2,Option 3,It uses language patterns rather than executing code,D,Copilot generates responses based on learned patterns and does not run calculations; thus numerical results may be illustrative rather than exact.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,47,Explain why context gathering is important?,It removes all context,It allows the model to understand surrounding code,It slows down the model,It increases token limits,B,Gathering context from surrounding code and open files helps produce relevant suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,48,Explain the role of vulnerability scanning in post‑processing?,To compile the code,To detect insecure or malicious code patterns,To remove comments,To minify the code,B,Post‑processing scans outputs for known vulnerabilities before returning suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,49,What is why context gathering is important?,It slows down the model,It increases token limits,It removes all context,It allows the model to understand surrounding code,D,Gathering context from surrounding code and open files helps produce relevant suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Medium
3,50,Which statement best describes what is meant by the context window limitation?,Only a finite amount of surrounding code can be considered,The model reads the entire project,Context windows don't matter,It can process unlimited context,A,Copilot can only analyse a limited number of lines or tokens when generating suggestions.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,51,Identify the difference between Copilot Chat retention and inline completion retention?,Both are never stored,Chat is never stored and inline prompts are kept for 28 days,"Chat may be stored temporarily, inline prompts are not",Both are stored indefinitely,C,"Chat messages can be retained up to 28 days, whereas inline completions are not stored.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,52,Identify the approximate context window for inline suggestions in IDEs?,Option 2,Option 3,200–500 lines of surrounding code,Option 1,C,"Inline suggestions consider roughly 200–500 lines around the cursor, limiting how much context can be processed.",How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,53,Which statement best describes the technique that uses code before and after a gap to generate suggestions?,Fill‑in‑the‑middle (FIM),Chain prompting,Zero‑shot prompting,Role prompting,A,Fill‑in‑the‑middle uses surrounding code context to generate the missing section.,How GitHub Copilot works and handles data,Explain how data flows through Copilot and how data is handled,Hard
3,54,Which of the following describes why you should keep prompts concise?,Long prompts may exceed the context window,Long prompts always improve accuracy,Concise prompts confuse the model,Prompt length has no effect,A,Excessively long prompts can overflow the context window and confuse the model; concise instructions are more effective.,Prompt Crafting and Prompt Engineering,Describe limited context windows,Medium
3,55,Identify what role prompting refers to?,Randomly selecting a programming language,Discarding chat history,Assigning a role or persona in the prompt,Refusing to provide any role,C,"Role prompting specifies the perspective or persona the model should assume, such as acting as a senior engineer.",Prompt Crafting and Prompt Engineering,Explain prompt engineering principles,Medium
3,56,Which of the following describes prompt process flow in Copilot?,"Context gathering, prompt construction and post‑processing",Only sending the prompt to the model,Skipping context gathering entirely,Running unit tests before prompting,A,"The prompt process includes gathering context, forming the prompt and post‑processing the model’s response.",Prompt Crafting and Prompt Engineering,Describe the prompt process flow,Hard
3,57,Explain what role prompting refers to?,Discarding chat history,Assigning a role or persona in the prompt,Refusing to provide any role,Randomly selecting a programming language,B,"Role prompting specifies the perspective or persona the model should assume, such as acting as a senior engineer.",Prompt Crafting and Prompt Engineering,Explain prompt engineering principles,Medium
3,58,Which of the following describes how chat history is used when writing prompts?,It provides context for follow‑up responses,It is ignored after each response,It reduces the quality of answers,It stores personal data forever,A,Maintaining chat history helps the model respond coherently and maintain context across turns.,Prompt Crafting and Prompt Engineering,Describe the way chat history is used with GitHub Copilot,Medium
3,59,Explain best practice when crafting prompts?,Always request extremely long outputs,Provide clear context and specific requirements,Leave the prompt vague,Avoid giving context,B,"Good prompts supply necessary context, explicit requirements and examples where helpful.",Prompt Crafting and Prompt Engineering,Identify prompt crafting best practices,Easy
3,60,Explain the difference between one‑shot and few‑shot prompting?,Few‑shot prompting reduces context,One‑shot uses a single example while few‑shot uses several examples,Zero‑shot prompting relies on multiple examples,Few‑shot prompting omits examples,B,"One‑shot prompting provides one example input–output pair, whereas few‑shot prompting includes multiple examples to better guide the model.",Prompt Crafting and Prompt Engineering,Describe the difference between zero-shot and few-shot prompting,Medium
3,61,Explain how chat history is used when writing prompts?,It stores personal data forever,It provides context for follow‑up responses,It is ignored after each response,It reduces the quality of answers,B,Maintaining chat history helps the model respond coherently and maintain context across turns.,Prompt Crafting and Prompt Engineering,Describe the way chat history is used with GitHub Copilot,Medium
3,62,Explain why you should keep prompts concise?,Prompt length has no effect,Long prompts may exceed the context window,Long prompts always improve accuracy,Concise prompts confuse the model,B,Excessively long prompts can overflow the context window and confuse the model; concise instructions are more effective.,Prompt Crafting and Prompt Engineering,Describe limited context windows,Medium
3,63,What is What are some limitations of using Copilot?,It prevents collaboration,It deletes code,It may produce outdated or insecure code and requires human review,It slows down development,C,Copilot suggestions should be reviewed for accuracy and security because the model may produce outdated or unsafe code.,Developer use cases for AI,Describe the limitations of using GitHub Copilot,Hard
3,64,Which statement describes What orchestrated workflows with Copilot involve?,Integrating Copilot with other tools to automate tasks,It slows down development,It prevents collaboration,It deletes code,A,Orchestrated workflows combine Copilot with CI/CD and other services to automate development steps.,Developer use cases for AI,Describe how AI can improve developer productivity,Hard
3,65,Which statement describes How GitHub Copilot can help developers learn new programming languages?,By providing examples and explanations in context,It slows down development,It prevents collaboration,It deletes code,A,"Copilot offers contextual examples and explanations, aiding the learning of unfamiliar languages.",Developer use cases for AI,Describe how AI can improve developer productivity,Easy
3,66,How does How Copilot generates sample data for testing?,It slows down development,It prevents collaboration,It deletes code,By creating representative mock objects and data structures,D,Copilot can generate sample data sets and mock objects to aid in testing and development.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
3,67,Identify how How GitHub Copilot can help developers learn new programming languages?,It deletes code,By providing examples and explanations in context,It slows down development,It prevents collaboration,B,"Copilot offers contextual examples and explanations, aiding the learning of unfamiliar languages.",Developer use cases for AI,Describe how AI can improve developer productivity,Easy
3,68,Which statement describes How Copilot supports various phases of the software development lifecycle?,"By assisting with planning, coding, testing, deployment and maintenance",It slows down development,It prevents collaboration,It deletes code,A,"Copilot can aid at different SDLC phases by generating code, tests, documentation and deployment scripts.",Developer use cases for AI,Discuss how GitHub Copilot can help with SDLC management,Hard
3,69,Which statement describes How Copilot automates routine coding tasks?,"By generating boilerplate, sample data and tests",It slows down development,It prevents collaboration,It deletes code,A,"Copilot automates routine tasks such as boilerplate code, sample data creation and test scaffolding.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
3,70,How does How Copilot supports various phases of the software development lifecycle?,It slows down development,It prevents collaboration,It deletes code,"By assisting with planning, coding, testing, deployment and maintenance",D,"Copilot can aid at different SDLC phases by generating code, tests, documentation and deployment scripts.",Developer use cases for AI,Discuss how GitHub Copilot can help with SDLC management,Hard
3,71,Which statement describes How Copilot reduces context switching for developers?,By integrating assistance directly into the IDE,It slows down development,It prevents collaboration,It deletes code,A,"Copilot reduces context switching by providing help within the IDE, so developers stay focused.",Developer use cases for AI,Describe how AI can improve developer productivity,Easy
3,72,Identify how What are some limitations of using Copilot?,It deletes code,It may produce outdated or insecure code and requires human review,It slows down development,It prevents collaboration,B,Copilot suggestions should be reviewed for accuracy and security because the model may produce outdated or unsafe code.,Developer use cases for AI,Describe the limitations of using GitHub Copilot,Hard
3,73,Which statement describes How Copilot assists in pull request workflows?,By summarising changes and suggesting improvements,It slows down development,It prevents collaboration,It deletes code,A,"Copilot can summarise diffs, suggest improvements and craft pull request descriptions.",Developer use cases for AI,Describe how AI can improve developer productivity,Medium
3,74,Which statement describes What advanced reasoning modes provide?,"Capabilities like debugging, explaining and refactoring complex code",It slows down development,It prevents collaboration,It deletes code,A,"Advanced reasoning enables Copilot to analyse and refactor code, explaining complex logic and suggesting improvements.",Developer use cases for AI,Describe how AI can improve developer productivity,Hard
3,75,Which statement describes How personalised completions work?,Copilot adapts suggestions to a developer’s coding style,It slows down development,It prevents collaboration,It deletes code,A,Personalised completions tailor suggestions based on the developer’s patterns and codebase.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
3,76,What is How Copilot can assist with writing documentation?,It prevents collaboration,It deletes code,By generating summaries and descriptive comments,It slows down development,C,Copilot can summarise code and generate descriptive comments to speed up documentation.,Developer use cases for AI,Describe how AI can improve developer productivity,Medium
3,77,What is How to improve existing tests using Copilot?,It ignores test frameworks,It increases bugs,Ask Copilot to suggest additional assertions or scenarios,It deletes tests,C,Developers can request Copilot to enhance tests by adding assertions or covering more scenarios.,Testing with GitHub Copilot,Enhance code quality through testing,Medium
3,78,What is What duplication detection does for tests?,It ignores test frameworks,It increases bugs,Prevents generating code that matches existing public code,It deletes tests,C,Duplication detection helps avoid suggesting tests that replicate public code verbatim.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
3,79,What is How Copilot can help identify edge cases?,It ignores test frameworks,It increases bugs,By suggesting additional test scenarios,It deletes tests,C,Copilot analyses code and points out potential edge cases that require additional tests.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
3,80,Identify What duplication detection does for tests?,It increases bugs,Prevents generating code that matches existing public code,It deletes tests,It ignores test frameworks,B,Duplication detection helps avoid suggesting tests that replicate public code verbatim.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
3,81,Which statement best explains How Copilot Chat can help fix failing tests?,By analysing test failures and suggesting code changes,It deletes tests,It ignores test frameworks,It increases bugs,A,Copilot Chat can review failing test output and recommend modifications to code or tests to resolve the issue.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
3,82,Which statement best explains Why you might choose different test frameworks per language when using Copilot?,To match idiomatic patterns in each ecosystem,It deletes tests,It ignores test frameworks,It increases bugs,A,Selecting pytest for Python or Mocha for JavaScript ensures generated tests follow idiomatic patterns and integrate with existing tooling.,Testing with GitHub Copilot,Describe options for generating testing for your code,Medium
3,83,How does What TDD (test‑driven development) means when using Copilot?,It deletes tests,It ignores test frameworks,It increases bugs,Writing tests first and letting Copilot generate code that passes them,D,"With TDD, developers write tests first and use Copilot to generate code that satisfies them.",Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
3,84,Which statement best explains What TDD (test‑driven development) means when using Copilot?,Writing tests first and letting Copilot generate code that passes them,It deletes tests,It ignores test frameworks,It increases bugs,A,"With TDD, developers write tests first and use Copilot to generate code that satisfies them.",Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
3,85,Which statement best explains How Copilot can generate property‑based tests?,By deriving properties from code and generating randomised assertions,It deletes tests,It ignores test frameworks,It increases bugs,A,Copilot can infer properties of functions and create property‑based tests that verify those properties across random inputs.,Testing with GitHub Copilot,Describe options for generating testing for your code,Hard
3,86,What is how Copilot Chat and completion data retention differs?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Chat data may be stored temporarily whereas completions are transient,D,"Chat messages can be retained for quality and debugging, whereas inline completions are not stored.",Privacy fundamentals and context exclusions,Describe privacy fundamentals,Medium
3,87,Which statement best describes how to enable or disable duplication detection and prompt/suggestion collection?,By toggling settings in Copilot configuration on GitHub.com,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,Administrators can enable or disable duplication detection and prompt/suggestion collection through Copilot settings on GitHub.com.,Privacy fundamentals and context exclusions,Explain how to configure GitHub Copilot settings on GitHub.com,Medium
3,88,What is how Copilot can suggest optimisations for performance?,It increases performance,It duplicates code intentionally,It stores data indefinitely,By recommending more efficient algorithms or data structures,D,Copilot analyses code and proposes optimisations to improve performance and efficiency.,Privacy fundamentals and context exclusions,Describe how GitHub Copilot can suggest code optimisations for improved performance,Medium
3,89,Explain the effect of context exclusions on suggestions?,It stores data indefinitely,They remove excluded content from the model’s context,It increases performance,It duplicates code intentionally,B,"Excluded files are not sent to the model, reducing the likelihood of suggestions based on sensitive code.",Privacy fundamentals and context exclusions,Explain the effects of content exclusions,Hard
3,90,Which statement best describes the purpose of context exclusion settings?,To prevent specific files or patterns from being sent to the model,It increases performance,It duplicates code intentionally,It stores data indefinitely,A,Context exclusions allow administrators to block certain files or patterns from being included in prompts sent to Copilot.,Privacy fundamentals and context exclusions,Describe how to configure content exclusions,Medium
3,91,What is what security checks and warnings do when enabled?,It increases performance,It duplicates code intentionally,It stores data indefinitely,They scan suggestions for insecure or harmful code patterns,D,Security checks and warnings analyse generated code for vulnerabilities and flag risky patterns before insertion.,Privacy fundamentals and context exclusions,Describe security checks and warnings,Medium
3,92,Identify limitations of content exclusions?,It duplicates code intentionally,It stores data indefinitely,Exclusions only remove context and do not prevent similar patterns,It increases performance,C,Exclusions block specific files from being used as context but do not stop the model from producing similar patterns based on training data.,Privacy fundamentals and context exclusions,Explain the limitations of content exclusions,Hard
3,93,What is what ownership of Copilot outputs means?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Developers retain ownership of generated code,D,GitHub states that developers own the code they create using Copilot suggestions.,Privacy fundamentals and context exclusions,Explain ownership of Copilot outputs,Medium
3,94,Explain how Copilot can suggest optimisations for performance?,It stores data indefinitely,By recommending more efficient algorithms or data structures,It increases performance,It duplicates code intentionally,B,Copilot analyses code and proposes optimisations to improve performance and efficiency.,Privacy fundamentals and context exclusions,Describe how GitHub Copilot can suggest code optimisations for improved performance,Medium
3,95,What is how Copilot can identify potential security vulnerabilities in your code?,It increases performance,It duplicates code intentionally,It stores data indefinitely,By highlighting insecure patterns and recommending fixes,D,Copilot scans code to detect common security flaws and provides suggestions to remediate them.,Privacy fundamentals and context exclusions,Explain how GitHub Copilot can identify potential security vulnerabilities in your code,Hard
3,96,Identify how to enable or disable prompt and suggestion collection?,It duplicates code intentionally,It stores data indefinitely,By changing settings in Copilot configuration,It increases performance,C,Users or admins can opt out of prompt and suggestion collection via configuration settings.,Privacy fundamentals and context exclusions,Describe safeguards,Easy
3,97,Identify what contractual protection in Copilot Enterprise refers to?,It duplicates code intentionally,It stores data indefinitely,Policies that address ownership and liability of AI outputs,It increases performance,C,Enterprise offers contractual terms that provide IP indemnity and clarify ownership of generated code.,Privacy fundamentals and context exclusions,Explain contractual protection,Medium
3,98,What is why context exclusions may not be applied?,It increases performance,It duplicates code intentionally,It stores data indefinitely,Because they are configured in the wrong repository or organisation,D,Exclusions might not apply if set at the wrong level or if pattern syntax is incorrect.,Privacy fundamentals and context exclusions,Explain why context exclusions may not be applied,Medium
3,99,Identify why encrypted transmission is important for Copilot?,It duplicates code intentionally,It stores data indefinitely,To protect data in transit from interception,It increases performance,C,Encryption ensures prompts and suggestions are protected while being transmitted between the IDE and Copilot services.,Privacy fundamentals and context exclusions,Describe privacy fundamentals,Easy
3,100,Identify best practice for configuring exclusions?,It duplicates code intentionally,It stores data indefinitely,Exclude secrets and sensitive data but avoid over‑broad patterns,It increases performance,C,Admins should exclude credentials and sensitive code while avoiding patterns that block too much context and reduce suggestion quality.,Privacy fundamentals and context exclusions,Describe how to configure content exclusions,Medium
4,1,Which principle involves documenting how AI models were trained and used?,Transparency,Fairness,Reliability and safety,Privacy and security,A,"Transparency requires clear documentation of design choices, limitations and assumptions.",Responsible AI,Explain responsible usage of AI,Medium
4,2,"Which principle states that AI must obtain consent, limit data collection and encrypt information?",Privacy and security,Fairness,Reliability and safety,Inclusiveness,A,"Privacy and security entails collecting only necessary data, anonymising it and using strong encryption.",Responsible AI,Explain responsible usage of AI,Medium
4,3,Which responsible AI principle focuses on consistent and safe system performance?,Fairness,Privacy and security,Inclusiveness,Reliability and safety,D,"Reliability and safety emphasises robust, predictable behaviour and testing under varied conditions.",Responsible AI,Explain responsible usage of AI,Medium
4,4,Which principle underscores designing for robustness against manipulation or errors?,Fairness,Privacy and security,Inclusiveness,Reliability and safety,D,"Reliability and safety aims to ensure consistent, predictable behaviour in AI systems.",Responsible AI,Explain responsible usage of AI,Medium
4,5,Which principle aims to avoid differential treatment of individuals by reviewing training data for bias?,Fairness,Reliability and safety,Privacy and security,Inclusiveness,A,Fairness emphasises bias mitigation to ensure equitable outcomes.,Responsible AI,Explain responsible usage of AI,Easy
4,6,"Which principle focuses on ensuring equitable treatment of all individuals, regardless of demographics?",Fairness,Reliability and safety,Privacy and security,Inclusiveness,A,Fairness seeks to avoid bias by reviewing and balancing training data.,Responsible AI,Explain responsible usage of AI,Easy
4,7,Which principle encourages collecting feedback from diverse communities during AI design?,Privacy and security,Inclusiveness,Fairness,Reliability and safety,B,Inclusiveness involves gathering input from users with different backgrounds and abilities.,Responsible AI,Explain responsible usage of AI,Easy
4,8,Which plan provides ability to access Copilot features on GitHub.com pull requests?,Enterprise,Free,Pro,Pro+,A,Enterprise subscribers can use Copilot chat for pull request summaries on GitHub.com.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
4,9,Which subscription offers three knowledge bases with semantic search?,Free,Pro,Business,Pro+,D,Pro+ includes three knowledge bases and advanced semantic search features.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
4,10,Which Copilot plan grants a common Copilot CLI command to get code suggestions?,gh copilot refactor,gh copilot suggest,gh copilot explain,gh copilot tests,B,The `gh copilot suggest` command provides code suggestions based on natural language prompts.,GitHub Copilot plans and features,Identify the common commands when using GitHub Copilot in the CLI,Medium
4,11,Which plan provides up to four knowledge bases and collaborative search?,Enterprise,Free,Pro,Pro+,A,"Enterprise supports four knowledge bases, enabling broader collaboration and search.",GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
4,12,Which Copilot plan grants which plan is ideal for students or open‑source contributors with limited usage?,Business,Free,Pro,Pro+,B,The Free tier is suitable for students and open‑source contributors needing limited completions and chat.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,13,Which plan provides a plan that includes early feature previews and enhanced semantic search?,Pro+,Free,Pro,Business,A,Pro+ often grants access to preview features and improved search capabilities.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,14,Which tier includes advanced semantic search and interactive search features?,Pro,Business,Pro+,Free,C,The Pro+ tier includes interactive and semantic search within knowledge bases.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,15,Which subscription offers support for interactive slash commands in chat?,Free,Pro,Pro+,All,D,"Slash commands like /explain, /tests and /summarize are available across plans.",GitHub Copilot plans and features,Describe different ways to trigger GitHub Copilot,Easy
4,16,Which tier includes centralised policy management tools for teams?,Pro,Pro+,Business,Free,C,The Business plan provides administrators with central policy management and content filters.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Medium
4,17,Which tier includes which plan includes pull request summaries on GitHub.com?,Pro,Pro+,Enterprise,Free,C,Copilot Enterprise generates pull request summaries directly on GitHub.com.,GitHub Copilot plans and features,Identify the main features with GitHub Copilot Enterprise,Hard
4,18,Which plan provides centralised seat licensing and audit logs?,Business,Free,Pro,Pro+,A,Business provides seat‑based billing and audit logs for administrators.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Medium
4,19,Which tier includes no cost for students and open‑source contributors?,Pro+,Business,Free,Pro,C,Students and open‑source contributors can access Copilot at no cost via the Free tier.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,20,Which subscription offers which plan is ideal for students or open‑source contributors with limited usage?,Pro,Pro+,Business,Free,D,The Free tier is suitable for students and open‑source contributors needing limited completions and chat.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,21,Which plan provides the slash command that explains selected code?,/explain,/summarize,/tests,/refactor,A,The /explain command in Copilot Chat provides an explanation of the highlighted code.,GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot Chat,Easy
4,22,Which Copilot plan grants how to trigger multiple suggestions in the IDE?,Ignoring prompt structure,By pressing Alt+\[ or clicking the suggestion dropdown,Running code directly in Chat,Asking for extremely long answers,B,Developers can cycle through multiple suggestions using the Alt+\[ keyboard shortcut or suggestion menu.,GitHub Copilot plans and features,Describe the different ways to trigger GitHub Copilot,Medium
4,23,Which tier includes unlimited completions and access to GPT‑4o and Claude 3.5?,Pro+,Business,Pro,Free,C,The Pro plan includes unlimited completions and chat with advanced models like GPT‑4o.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,24,Which tier includes ideal for hobbyists who occasionally need code suggestions?,Pro+,Business,Free,Pro,C,The Free tier suits individuals who require limited coding assistance.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,25,Which subscription offers no cost for students and open‑source contributors?,Pro,Pro+,Business,Free,D,Students and open‑source contributors can access Copilot at no cost via the Free tier.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,26,Which tier includes limited monthly completions and chat for hobbyists?,Pro+,Business,Free,Pro,C,The Free tier offers a small allowance of completions and chat for individuals.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,27,Which subscription offers advanced models plus early access to new features?,Free,Pro,Business,Pro+,D,Pro+ subscribers often receive early access to new Copilot features and models.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,28,Which subscription offers enterprise audit logging of usage events?,Free,Pro,Pro+,Business,D,Business plans include audit logging to trace Copilot usage events.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
4,29,Which subscription offers ability to index and search custom knowledge across projects?,Free,Pro,Pro+,Enterprise,D,Enterprise knowledge bases support indexing across large projects and shared libraries.,GitHub Copilot plans and features,Explain the differences between Copilot plans,Hard
4,30,Which tier includes chat and completion allowances suitable for freelance developers?,Pro+,Business,Pro,Free,C,The Pro plan offers unlimited chat and completions for individual developers.,GitHub Copilot plans and features,Identify different GitHub Copilot plans,Easy
4,31,Which plan provides knowledge bases enabling teams to store best practices and code snippets?,Pro+,Free,Pro,Business,A,Pro+ allows users to create knowledge bases to centralise code snippets and guidelines.,GitHub Copilot plans and features,Identify main features with GitHub Copilot,Medium
